C(X),gt_label
0.36855440854181354,pos
0.9000475004580345,pos
0.7421365971381539,pos
0.7543799802445571,pos
0.9657380771651917,pos
0.7514589928024171,pos
0.8829397652065013,pos
0.7885477732787486,pos
0.7975073101784914,pos
0.7749156745058651,pos
0.7774964893862154,pos
0.6608061989121177,pos
0.920705731975031,pos
0.9160443303330866,pos
0.9075523559199695,pos
0.6597181276448119,pos
0.682193424229552,pos
0.8455521998681675,pos
0.9503785738035114,pos
0.874596809160387,pos
0.7692455611447392,pos
0.8494994691228654,pos
0.8052559086628406,pos
0.7288360175647134,pos
0.5051850163822205,pos
0.8120853813160871,pos
0.9523099731653221,pos
0.9501398979055108,pos
0.6109342785825845,pos
0.6268343007608943,pos
0.6433443696031376,pos
0.6585980942351618,pos
0.9295496977300415,pos
0.8332325591762787,pos
0.8357038489543925,pos
0.8155538252480224,pos
0.7444905554657624,pos
0.8994347521014062,pos
0.7804291729790582,pos
0.9554664412818682,pos
0.9358098964269963,pos
0.9220746064848245,pos
0.9190939839933713,pos
0.8443662032323659,pos
0.7575711970134135,pos
0.9408082692677577,pos
0.9382390670546061,pos
0.3105297136065964,pos
0.5958088926019218,pos
0.9513932624779189,pos
0.4664783944972417,pos
0.8893000937282463,pos
0.7477441256502936,pos
0.8712343059268572,pos
0.8124619947092129,pos
0.789318726647924,pos
0.7454025264863089,pos
0.8955030373396984,pos
0.5709520809014896,pos
0.9178711220582926,pos
0.8823347705629432,pos
0.5942526127514448,pos
0.8649357475536495,pos
0.03960216639628622,pos
0.9143220851901598,pos
0.8681407401834745,pos
0.9006428526446745,pos
0.8711731965901786,pos
0.9499039191830142,pos
0.836632522117997,pos
0.9293751024673399,pos
0.9423816146038203,pos
0.7293649183064941,pos
0.9431343547976232,pos
0.8320774616231512,pos
0.9107137168665722,pos
0.9583183411239609,pos
0.7660371647254505,pos
0.9293646895743005,pos
0.8564823283712906,pos
0.8673627672376211,pos
0.7928263508972668,pos
0.8664009901287623,pos
0.7409811407832925,pos
0.9060210909205004,pos
0.7409728989793786,pos
0.6637144587839945,pos
0.4771387927000825,pos
0.8947856052031777,pos
0.9747641105120677,pos
0.7347759852176948,pos
0.7404853009032598,pos
0.9928490294671374,pos
0.8783468684093017,pos
0.888352387626781,pos
0.8106577117775199,pos
0.8952434329343093,pos
0.7495373606303647,pos
0.743799198577027,pos
0.675173647861028,pos
0.810137236981429,pos
0.25321329520912383,pos
0.9405160113889702,pos
0.975604439142649,pos
0.9164686543584968,pos
0.8957082429003753,pos
0.9967163460991275,pos
0.9687415670889853,pos
0.7979034938740197,pos
0.8517280424412554,pos
0.8906034770316519,pos
0.7477711948612913,pos
0.847339882121089,pos
0.9299710728040796,pos
0.6306716815106657,pos
0.7623582577332924,pos
0.8015253257473294,pos
0.8673060936025867,pos
0.9213761680661842,pos
0.8852200703936632,pos
0.8223233003543072,pos
0.785878104995558,pos
0.8656768978445706,pos
0.9379859246934582,pos
0.9681612643303653,pos
0.3604505544490024,pos
0.9670744748150619,pos
0.7464013867757199,pos
0.6376273379259286,pos
0.6468357291732392,pos
0.7681971280870701,pos
0.6376002605347846,pos
0.9047903474791334,pos
0.7064160666454463,pos
0.6147127012221962,pos
0.8548538958642282,pos
0.9539315323855847,pos
0.8011760543438247,pos
0.9722067676266763,pos
0.7753355723288874,pos
0.03401216203596047,pos
0.7600591090834876,pos
0.7242821499439391,pos
0.8240613384665115,pos
0.9406749011681824,pos
0.8862937531630742,pos
0.9770799644287499,pos
0.8388282548861565,pos
0.8652039309703915,pos
0.6531987612406366,pos
0.882126433231369,pos
0.8926622662479087,pos
0.9244129769654879,pos
0.9823789646731726,pos
0.9466698262009251,pos
0.8026270746475491,pos
0.6583331357295186,pos
0.8421602391582356,pos
0.8016523571682472,pos
0.9122328471959987,pos
0.9170237468122944,pos
0.8398943070033112,pos
0.9041593859804647,pos
0.8627404851194402,pos
0.8224957095459805,pos
0.8617885924943252,pos
0.8871908292788357,pos
0.9042439950852176,pos
0.9280119829544072,pos
0.846763501283217,pos
0.8209357396141198,pos
0.9527641859779732,pos
0.6850346622108963,pos
0.8413435886672076,pos
0.8215071277322885,pos
0.8789953093339895,pos
0.6509204021464565,pos
0.7660821337078029,pos
0.8769203904807864,pos
0.7995692745759772,pos
0.6348784731654183,pos
0.859990852878671,pos
0.8237140574187206,pos
0.9088876514751636,pos
0.886672414576878,pos
0.873441909028512,pos
0.6749601986022326,pos
0.9679036837711273,pos
0.932558318112807,pos
0.8269764847516936,pos
0.11321161712297012,pos
0.591603399346697,pos
0.8720670218341136,pos
0.6679506792771294,pos
0.7534491529688192,pos
0.786483901585896,pos
0.9019294431646221,pos
0.6432467600109374,pos
0.8526071726543136,pos
0.8958444728845757,pos
0.8074753260746246,pos
0.9052552793899542,pos
0.802870656255729,pos
0.8766443802703229,pos
0.8820213311514523,pos
0.8601474279379768,pos
0.858852118713916,pos
0.9072744046885493,pos
0.9552970727313964,pos
0.7967406851598375,pos
0.3090948585118193,pos
0.8519707295898469,pos
0.7526610627926383,pos
0.7717639468670227,pos
0.8364542245767034,pos
0.8795496681758739,pos
0.8405882378655539,pos
0.7944642276075894,pos
0.721953540512035,pos
0.7150679118219332,pos
0.7087196650092308,pos
0.8722309426939204,pos
0.9341098897658955,pos
0.8055932444857465,pos
0.3157608190180483,pos
0.9471137738447448,pos
0.8944877012596051,pos
0.9444342740894855,pos
0.7028061114716204,pos
0.6599235558326405,pos
0.9450319620812414,pos
0.8410774220173672,pos
0.7609226700514969,pos
0.7668672605982805,pos
0.9534739413447132,pos
0.8170510235866889,pos
0.7861776794880685,pos
0.77320959780578,pos
0.9541575604269028,pos
0.8581613152309343,pos
0.8650549256735375,pos
