has_url,lang,C(X),GT
yes,en,0.8661751915822904,True
yes,en,0.6475757489079472,True
no,en,0.2144420257656633,False
no,es,0.18895694803799096,False
yes,en,0.9409910963659432,True
no,es,0.5611617469254294,False
yes,en,0.7916972173839211,True
yes,en,0.3388625797230626,False
no,en,0.0920266929595462,False
yes,es,0.1459017254421033,False
yes,en,0.21646058277353106,False
yes,es,0.3397077778099591,False
no,es,0.440549793967542,False
yes,es,0.08607551386354276,False
yes,en,0.3877770080676475,False
yes,es,0.8763220107781236,True
yes,es,0.6698553135719291,True
no,es,0.8175248785690732,True
no,es,0.8411914802575566,True
no,es,0.6164761013432781,True
no,en,0.2462149938412375,False
yes,en,0.1338073123290334,False
no,en,0.09164693852978249,False
yes,en,0.5404326604309462,False
yes,en,0.0370169267035949,False
yes,en,0.16989976375490617,False
no,en,0.45299115822801017,False
yes,en,0.6524610877256809,False
no,es,0.25600038249352447,False
yes,es,0.1367500982977035,False
no,es,0.23545894944175455,False
yes,en,0.28103498592629955,False
yes,es,0.061022410686485895,False
no,es,0.5595423673830946,False
yes,es,0.28032692281721716,False
yes,en,0.6251257584599788,False
yes,en,0.10338250751991956,False
no,en,0.47079450752490953,False
yes,en,0.5669336310881012,False
yes,en,0.9214452779378555,True
no,en,0.26062371647426574,False
yes,en,0.9340598192899516,True
yes,en,0.18759118240488645,False
no,en,0.3438153437874596,False
yes,en,0.93015412263005,True
yes,es,0.15809534124375196,False
no,es,0.8802505019422692,True
yes,en,0.06138678309015961,False
no,es,0.33317155630770673,False
no,es,0.8194999568549685,True
no,en,0.05127686342157139,False
yes,es,0.3134208398426462,False
no,en,0.12952270598003657,False
yes,en,0.8535848124998846,True
yes,en,0.6085089412151137,True
yes,en,0.20057156344945024,False
yes,en,0.13276697442036017,False
yes,es,0.3564587812740022,False
yes,en,0.3531560534440258,False
yes,en,0.10515001229150267,False
no,en,0.4458067608659277,False
yes,en,0.8417951727797296,True
yes,en,0.31054240972642344,False
no,es,0.2624818826848506,False
no,en,0.18057415813480354,False
yes,en,0.23334486146019853,False
yes,en,0.2624046683238612,False
no,en,0.7731246524396957,True
no,en,0.29886499531963406,False
yes,en,0.12914134026065302,False
yes,en,0.08158508989655458,False
yes,es,0.27227477223028435,False
no,es,0.40796072614576356,False
yes,es,0.08006176549410489,False
no,en,0.6791032836654348,True
