has_url,lang,C(X),GT
yes,es,0.3379581906296347,False
yes,en,0.7227831610418871,True
yes,en,0.9061254504596176,False
no,es,0.7834355082456046,False
yes,en,0.4209991206790032,False
yes,en,0.30953052785711205,False
yes,es,0.6255377315559321,False
yes,es,0.8035765810920272,True
yes,es,0.44976601964110136,False
yes,es,0.6756287747129395,False
yes,es,0.495457155222844,False
yes,es,0.8021253622189312,False
yes,en,0.37229489920774206,False
yes,en,0.7923042274477367,False
no,en,0.5650995057859937,False
no,en,0.7403575029247219,True
yes,es,0.36050207704103215,False
no,es,0.5379412620851051,False
no,en,0.7431448177746779,False
no,es,0.335450202739222,False
no,en,0.23005096836223582,False
yes,es,0.6356642129208595,False
no,es,0.8898999491608036,True
no,es,0.9017204691188567,True
no,es,0.3871662736496142,False
yes,en,0.9217586370451537,True
no,es,0.9967093985288622,True
yes,es,0.2563918957596221,False
no,en,0.8426081918426108,True
no,es,0.8848724936270437,False
yes,en,0.8814275845711584,True
yes,es,0.14688394917027273,False
no,es,0.8691044048265069,True
yes,en,0.9431563985447174,True
yes,es,0.9151019556375842,False
yes,es,0.29554676555010523,False
yes,es,0.7011382071267804,False
no,en,0.6121324449731135,False
no,es,0.8092809940046976,False
no,es,0.2533341733523585,False
yes,en,0.6185100571432421,False
no,es,0.8169058234597372,True
no,es,0.8352212094896202,True
no,en,0.8512500529238568,False
no,es,0.4613439564804295,True
yes,es,0.552398357246978,False
yes,en,0.6438937139641105,False
no,es,0.655876671220719,False
yes,es,0.6055864332813848,False
no,en,0.740513537687174,False
yes,en,0.5824608025231236,True
no,es,0.6653505873008588,True
yes,es,0.8439163244321083,False
yes,es,0.8492396125294998,True
yes,en,0.8405235270915262,False
no,en,0.2740023704382692,False
no,es,0.7123425736258112,False
no,en,0.8290801135907276,False
no,es,0.835367022940007,True
yes,es,0.8165959253834802,True
no,es,0.7741440331147317,False
yes,es,0.859486639748697,True
yes,en,0.28749466974472737,False
no,en,0.48116666642162015,False
no,es,0.6572219101561797,False
no,es,0.8223169252143481,False
yes,es,0.38383321008865634,True
no,en,0.7833158541581718,False
yes,es,0.9456244902561145,True
no,en,0.5562999514438552,False
yes,en,0.2723222666552911,False
yes,es,0.18128153780155418,False
yes,es,0.6820203964497197,True
no,en,0.4982189014506596,False
yes,es,0.2929141510917983,False
yes,en,0.45800746361399336,False
no,es,0.7808020321444068,False
yes,en,0.83521102692042,True
yes,en,0.8875459391007093,True
yes,en,0.6408893133545137,True
no,en,0.7738047132821857,False
no,es,0.9197377914125764,False
no,es,0.14162969559278848,False
yes,es,0.8662912625958492,True
no,en,0.7422992548632777,False
no,en,0.20703501490518675,False
no,es,0.8331796274947186,True
no,en,0.5618769062691509,False
no,en,0.5127148184159808,False
no,en,0.46923731612659036,False
no,es,0.7507088442671849,False
yes,en,0.9629644925585923,False
yes,en,0.2809412442386506,False
no,es,0.9322612538513046,True
no,es,0.21663274780516986,False
yes,es,0.5883002117199985,False
yes,es,0.6285101745268769,True
yes,es,0.7639344991486254,False
yes,es,0.9039215701269154,True
yes,en,0.7964946792235656,True
no,en,0.6755274788576342,False
yes,es,0.8090878038735028,True
yes,en,0.2253708597363064,False
yes,es,0.9172538244043997,True
no,en,0.842062052880294,True
yes,en,0.38255235031145507,False
yes,es,0.580317011765371,False
no,es,0.4793367980134581,False
yes,en,0.6511421842993117,False
yes,es,0.7536286906346499,False
yes,es,0.589804525754389,False
no,en,0.9400559939190747,False
no,en,0.3943615256471538,False
yes,en,0.3855588421407264,False
no,en,0.5363375922442504,False
yes,en,0.9417512590535694,True
yes,es,0.6381608215992275,False
yes,en,0.7502236476488957,False
no,en,0.9861229725601088,True
no,en,0.9517406312085908,True
yes,es,0.5459824387032273,False
no,en,0.5842837973649554,False
yes,es,0.46283697562749715,False
yes,es,0.5499228685760205,True
no,en,0.8231852306596102,False
yes,es,0.7909541343407818,True
no,es,0.8453724973879789,True
no,es,0.3773292083933114,False
no,en,0.7803935293273384,False
no,en,0.4612306070895596,False
no,es,0.6274751541536657,False
no,es,0.4366104745863385,False
yes,es,0.3200205306795779,False
yes,es,0.846582975905912,False
no,es,0.27202954415102487,False
no,en,0.5033574183152739,True
yes,en,0.4057833063844103,False
yes,es,0.8592943791438828,True
yes,en,0.800843332010359,False
yes,es,0.3628870324998311,False
no,es,0.7502018742246253,False
yes,en,0.6443703097997597,True
no,es,0.7889142626157802,True
yes,en,0.8830001656374806,True
yes,en,0.6856158927631693,False
no,es,0.8404147307809456,False
yes,en,0.9794412697324155,True
no,en,0.893347561951346,False
yes,en,0.8749950503651857,True
yes,es,0.1288545894889385,False
no,en,0.8620305219579131,False
no,en,0.2767886723768417,False
yes,en,0.9272940913951759,False
no,es,0.5952727700304877,False
no,en,0.7446092050099503,False
yes,en,0.9327917468669846,True
no,es,0.7183344700757718,True
yes,en,0.9470679194335049,False
yes,en,0.8226257101805208,True
no,en,0.3818085538960021,False
no,es,0.36569076106403836,False
no,es,0.4082544533520782,False
no,es,0.9529134634286064,False
yes,en,0.5899594462221446,False
yes,es,0.5826526719721825,False
no,en,0.6273136790256202,False
no,es,0.8839667719023289,True
yes,es,0.8007320941510006,True
no,en,0.8759400867430165,False
no,en,0.17960681487838512,False
yes,en,0.3420301673523386,False
no,en,0.8341862848474751,True
yes,en,0.34099280160542594,False
no,es,0.9140668022236091,True
yes,es,0.33880062863189625,False
yes,en,0.8137120884334489,False
no,es,0.3805149136473354,False
no,en,0.8678711404592493,False
yes,es,0.48029018058588846,False
no,en,0.7781951047525444,True
yes,es,0.6565620068076088,False
yes,es,0.8559887835679088,True
yes,en,0.9200005952097731,True
yes,en,0.47510181202439244,False
yes,en,0.41880520469899724,False
yes,es,0.5971720385850124,False
no,en,0.9473168447621396,True
yes,en,0.6281393110029583,False
no,en,0.5877617768707877,True
no,es,0.9213070829816673,True
no,es,0.7701330696196885,True
no,es,0.929105291298308,True
yes,en,0.28869236070822424,False
yes,en,0.6463670463371742,False
no,en,0.8590896921180011,False
no,es,0.4704926734791466,False
yes,en,0.966646986535186,True
no,en,0.41927454711976986,False
yes,es,0.9557625306942773,True
yes,en,0.2574225534379588,False
no,es,0.5926517204131401,True
no,en,0.8569181996413542,False
no,en,0.5708904219682219,False
no,es,0.5482834773358056,False
yes,es,0.7227569969197947,False
yes,es,0.6132382854982372,False
yes,en,0.3008196746433844,False
yes,es,0.2860282484384057,False
yes,en,0.8833455631043281,True
no,es,0.40177675132006596,False
yes,en,0.5712471637791595,False
no,es,0.18682260530105857,False
yes,es,0.5545536856832833,False
yes,es,0.9370015470254358,True
no,es,0.9791893285856156,True
no,es,0.5746380014306144,False
yes,es,0.838035151694256,True
yes,en,0.8300583989418807,True
no,es,0.8962496048643154,True
no,es,0.8682028081748485,False
yes,es,0.7558623757421636,False
yes,en,0.4775047271678951,False
no,es,0.9045830684612233,True
yes,es,0.8437186480294193,True
no,en,0.9681682239155794,True
yes,es,0.7421514604413281,True
no,en,0.5956589062952962,False
yes,en,0.9435471243494221,True
no,es,0.4591831841805639,False
yes,es,0.7826504882179273,False
no,es,0.8572179014865255,False
yes,en,0.615656069494084,True
no,es,0.6942269393490058,False
yes,es,0.4136382766615462,False
yes,es,0.5070991442946797,False
no,en,0.5117545448401798,False
no,es,0.20724021961035788,True
yes,es,0.8662318858658206,False
no,en,0.6485803714975822,False
no,es,0.9171936156027801,True
yes,es,0.7973992752878543,True
yes,es,0.5495664917579101,True
yes,en,0.805181005923794,False
yes,en,0.8438085702564788,True
yes,en,0.2687491682247315,False
yes,es,0.7816690417069753,True
yes,es,0.9398934172143457,False
yes,es,0.2242435067094905,False
yes,es,0.9609609157033504,True
yes,es,0.809791396092573,False
yes,en,0.1742837725404573,False
yes,es,0.8268581787507844,True
yes,es,0.5288389769412541,True
yes,en,0.9004865010507394,True
yes,es,0.8885903966933346,False
no,en,0.3427157466814453,False
no,en,0.6843292379093974,False
no,en,0.6331770966631738,False
no,en,0.8560068373634839,True
no,es,0.6098957256429467,False
no,en,0.8673264488459063,False
yes,es,0.9758155346875935,False
no,en,0.4599380462301607,False
no,es,0.8044072090822141,True
no,es,0.5620388295841312,False
yes,en,0.24844189647016499,False
no,en,0.3509284739769179,False
yes,en,0.593522824460712,False
yes,en,0.3009151586612233,True
yes,en,0.7374528368126941,False
no,es,0.8870546011057001,False
yes,es,0.9328731996255347,True
no,en,0.9422429351370004,True
no,es,0.6422766040781579,False
no,en,0.9393320300968391,True
no,es,0.7736110951178968,False
yes,es,0.589161159699234,False
yes,es,0.8290920376209602,False
yes,es,0.8055379277563401,False
yes,es,0.7504257589782645,False
yes,en,0.6723934164732904,False
yes,es,0.7842138377022995,True
no,en,0.924522601102911,True
no,en,0.8940330199391957,True
yes,es,0.624914782873245,False
yes,en,0.3000701637802439,False
yes,es,0.6697372069865296,False
yes,en,0.4135291632248429,False
yes,es,0.5194396855230742,False
yes,es,0.6651932659055085,False
no,es,0.6155416209505757,False
no,es,0.8004979238590046,True
yes,es,0.81287422754987,False
no,es,0.8976397544346112,True
yes,es,0.8106279141003183,False
no,es,0.9159412152227895,False
yes,es,0.1874190552979839,False
yes,es,0.8322970282515384,True
no,en,0.30785283809972,False
yes,en,0.8941109777749302,False
no,es,0.5958799315423255,True
yes,es,0.5267151951927804,False
yes,es,0.48045642065362193,False
yes,en,0.8154229856881673,True
no,en,0.7833897653814531,True
yes,es,0.8821198939549668,False
yes,es,0.8505014446178534,False
yes,en,0.6187229043582712,False
yes,es,0.7929417716786966,False
yes,en,0.40564018917008204,False
no,en,0.3221631032974917,False
no,en,0.4150009572830905,False
yes,es,0.4665188035165345,False
no,es,0.7456364147062258,True
no,es,0.7353577874158144,False
no,en,0.8299386800183678,True
no,en,0.47327325596203895,False
yes,en,0.7161819293973183,False
yes,en,0.7144885771296448,False
yes,es,0.7798951095612571,False
yes,es,0.44102782620283504,False
no,es,0.8947752835247613,False
no,en,0.1999610477067388,False
no,en,0.47242771964804237,True
yes,es,0.337554951956319,False
no,es,0.6877048511158674,False
yes,es,0.4129205161645842,False
yes,en,0.2638296880341844,False
no,en,0.8809198067620146,True
yes,es,0.7733128323731641,False
yes,es,0.8197336635640912,True
yes,en,0.8576412082327934,True
no,es,0.2951957863360044,False
no,en,0.8752039212973425,True
no,en,0.2545189613498835,False
yes,es,0.34503927134146206,False
yes,en,0.6536294816951952,False
no,en,0.9065488236241895,True
no,es,0.9712381077582112,False
no,es,0.7230134140233591,True
yes,es,0.8402550680997583,True
no,es,0.35213496906565617,True
no,es,0.886779702317887,True
yes,en,0.5869998372328403,False
no,en,0.6830565596129177,True
yes,en,0.9464179213327845,False
no,es,0.9555682591346778,True
yes,en,0.4835629795459996,False
yes,en,0.9461167087930222,False
no,es,0.8716370834305868,True
no,es,0.41115616271444694,False
yes,es,0.7844527576799708,False
yes,en,0.8078711601162919,True
yes,es,0.8809130071968149,True
no,es,0.4977393035672255,False
no,en,0.35321469314043363,False
no,en,0.5993753411050635,False
no,en,0.9157815514787433,False
yes,es,0.8971995987732988,True
yes,es,0.8539268004958439,True
no,es,0.8862882054257637,False
no,en,0.17746659836248144,False
yes,en,0.8803884882380477,True
yes,es,0.7577640572774766,False
yes,es,0.8362997131690347,True
yes,es,0.7134309792197251,True
yes,en,0.1829726503636166,False
no,es,0.8147576740658122,False
no,es,0.9157364731191052,True
yes,es,0.7890665177736909,True
no,es,0.7412693899522563,False
no,es,0.259164297668738,False
no,es,0.5517302052190197,True
no,en,0.6105079152620229,False
no,es,0.9248055214290213,False
no,en,0.7781344285304526,False
yes,es,0.7073494297756653,False
yes,en,0.7379699381874381,True
no,en,0.5549056292755521,False
no,es,0.2718772411719909,True
yes,en,0.8589781705707851,True
yes,es,0.5181638580189454,False
no,es,0.33727066269509903,False
yes,en,0.7935367266501918,False
no,es,0.17775497691876047,False
no,en,0.9439399436592621,True
yes,en,0.7590971440052959,False
no,es,0.7209417808703742,False
no,es,0.6061825126563145,False
no,en,0.7210106615356358,False
yes,es,0.29714271807797676,False
no,es,0.652225135911333,True
no,en,0.45503176065579937,False
no,en,0.37097834552403774,True
yes,en,0.4904094255984763,False
no,en,0.7082788712745618,False
yes,es,0.4897865425252967,False
yes,es,0.9224141131817907,False
yes,es,0.8006794871652062,False
no,en,0.7896181571415041,True
yes,en,0.7082581344455671,True
yes,en,0.3779318962830748,False
yes,es,0.9962852083793996,True
yes,en,0.48389887282528204,False
no,es,0.9740005998680098,True
yes,en,0.45398047336295466,False
no,en,0.8709943563127213,True
yes,en,0.7538593147121276,False
yes,es,0.8039932621562736,False
yes,es,0.815256920021483,False
yes,en,0.9493229230317185,False
yes,en,0.2715060978158365,False
yes,es,0.9406783441717784,True
no,es,0.280563301448292,False
yes,en,0.3126934393034208,True
yes,es,0.6061577438185043,False
yes,en,0.8424931610114283,True
no,es,0.7043801119484148,True
yes,es,0.20359771490691822,False
yes,en,0.7215128256384988,False
yes,es,0.41844444915613616,False
yes,en,0.7578829616417885,True
no,es,0.42122105578700964,False
no,en,0.6492986201487954,True
no,es,0.775093794556603,False
yes,es,0.8965713137661558,True
no,en,0.8654689152472541,True
no,en,0.5738447802655222,True
yes,es,0.6946768432702101,True
no,es,0.2121207140361851,False
no,es,0.9145173138099483,True
no,es,0.8665018525048128,True
no,es,0.8499879790971197,False
no,en,0.8661615745259268,True
no,es,0.9288530464284478,False
yes,es,0.4926313113896194,False
yes,en,0.829237099630319,True
no,es,0.7537674725498245,True
yes,en,0.7031344713947273,False
no,es,0.5952149602238991,False
yes,en,0.9346444921906742,True
no,es,0.8475909381412402,False
no,en,0.9670122028903593,False
no,es,0.39309692517888034,True
no,es,0.9742366331634554,True
yes,en,0.5803663262796103,True
yes,es,0.4644164188603583,False
yes,en,0.9083612936011759,True
no,es,0.6298100552870975,True
yes,en,0.8509281554711634,True
yes,es,0.44032784846497214,False
no,es,0.6063679386448592,False
no,en,0.8472483561840145,False
no,es,0.8883497442052697,True
yes,en,0.7973334267834327,True
yes,en,0.8126920556688816,True
no,en,0.8282739614248127,True
no,es,0.6075447825996138,True
no,es,0.8208262144212479,False
no,en,0.8839434175804853,True
yes,en,0.6531115711786415,False
yes,en,0.6867856127004979,False
no,es,0.6516486474280462,False
