has_url,lang,C(X),GT
no,en,0.7751493829597158,True
yes,en,0.7779466085679855,False
no,es,0.9843697541764362,False
no,es,0.6186667894209779,True
no,es,0.8577453832541294,True
yes,en,0.7325314594792796,True
no,en,0.6493896768696819,True
yes,es,0.7011854167742645,True
no,es,0.2706239513423538,False
yes,en,0.3490916192197132,True
no,en,0.5106455374167188,True
no,en,0.4653203263180745,True
yes,es,0.9238524793859724,True
yes,es,0.48056670393009054,True
yes,en,0.7475664592252707,True
yes,es,0.8405742722585261,True
yes,es,0.4292400586957944,True
yes,en,0.5304633191523995,True
no,es,0.5948977620946748,True
yes,es,0.13802706797673825,True
no,en,0.5134823276772866,True
no,es,0.49604463431051427,True
no,en,0.44100689260611703,True
yes,en,0.5892474686835172,True
yes,en,0.42118169253862464,True
yes,es,0.6616395430738865,True
yes,en,0.5538557682939258,True
yes,en,0.511381130469854,False
yes,en,0.1907956500293042,True
yes,es,0.656983938771013,True
no,en,0.583522903204348,True
yes,es,0.5268719660708712,True
no,es,0.18947612906301992,True
yes,en,0.42014033297262104,False
no,en,0.9498802694484024,True
yes,es,0.616919387528419,True
yes,en,0.655538066145815,True
yes,es,0.6253802483845672,True
yes,en,0.7387533244031382,True
no,es,0.2124501510265495,False
yes,en,0.42001107450543923,True
yes,es,0.6794374799568217,True
yes,es,0.7836269682740473,True
no,es,0.5843776432740829,True
no,es,0.7725521804387958,True
yes,es,0.6074025857266087,True
yes,en,0.1554624091458997,True
no,es,0.7841749880164485,True
no,es,0.3985785835524154,True
no,en,0.6199390509697006,True
yes,en,0.4716154029844501,True
yes,en,0.4609008932111441,True
no,en,0.6931305180500402,True
no,es,0.5753064429834011,True
no,es,0.42229471297950716,True
no,es,0.7747479643037226,True
yes,es,0.2756430783955337,True
no,en,0.4213810184960607,True
yes,es,0.05415683332375465,True
no,es,0.4381980692033661,True
no,es,0.6615127866308729,False
no,es,0.521250004008921,True
yes,es,0.8851594347309284,True
no,es,0.5731213169259266,True
no,en,0.12211165324896993,False
yes,en,0.39660775851557234,True
yes,es,0.679629196052914,True
no,en,0.6864727608924261,True
no,en,0.4877643560805709,True
yes,en,0.38244684311720883,False
yes,en,0.44817340440417913,False
yes,es,0.6412381845031997,True
no,es,0.6069217582998241,True
yes,es,0.6275063830335389,True
yes,en,0.4323184764417118,False
yes,es,0.7859049040105763,True
no,en,0.6860375057204569,False
yes,en,0.19696131837045272,True
yes,en,0.563093021993687,True
yes,en,0.3828428426944577,True
yes,en,0.34534166043830344,True
no,en,0.5368751302133857,True
yes,es,0.5912960525771991,False
yes,en,0.6319347709122006,True
yes,en,0.6564087517733341,True
yes,en,0.1389999390059926,False
no,es,0.32298464981504216,False
no,es,0.6453076088785351,True
yes,en,0.7458236217524074,True
no,es,0.8238677979712554,True
no,en,0.4507714317390655,True
no,en,0.16590388271162335,True
no,es,0.16497700869838539,True
yes,en,0.2987413636547634,False
yes,es,0.5378760263744454,True
yes,es,0.6623684787189131,True
no,en,0.4686335951760508,True
no,es,0.012354881581713273,False
no,en,0.41063256954495764,False
