has_url,lang,C(X),GT
yes,es,0.9412060285584497,True
no,es,0.7551546915911918,False
yes,es,0.8096981547095595,True
no,es,0.26898722593527113,False
no,en,0.9168532251477889,True
no,en,0.6228712915702088,False
no,es,0.7911076823862921,True
yes,es,0.30344910024965455,False
yes,es,0.7262410816053048,False
no,es,0.9133792235382739,True
yes,es,0.759254376252207,True
no,en,0.2735540082699568,False
no,es,0.9588349379635055,True
no,es,0.31089519342225497,False
no,es,0.7829254770584032,True
yes,en,0.7890808015278215,True
no,en,0.625267060508811,False
yes,es,0.41063082075234175,False
yes,es,0.6678809201402652,False
no,en,0.6077186908763645,False
yes,en,0.7577851235602736,True
no,en,0.8338514459520532,True
yes,en,0.8781546149057915,True
yes,en,0.35227056388857086,False
yes,en,0.9252946418136029,True
no,es,0.8073840952662207,True
yes,es,0.6662760122002973,True
yes,es,0.8775427585223353,True
yes,es,0.6639596321970177,False
yes,en,0.7768793351885533,True
no,en,0.9035568219593265,True
no,en,0.2836419467162513,False
yes,en,0.9111200537992294,True
no,en,0.3790081121288669,False
no,es,0.6924227888519762,True
no,en,0.8341121528834518,True
yes,es,0.6913662578563968,True
yes,en,0.8971546684234973,True
no,en,0.7713390866659159,True
no,es,0.9185561115884116,True
no,es,0.8900142843564695,True
no,en,0.7643138759143151,True
no,en,0.720737003311887,True
yes,en,0.8321131130415077,True
yes,en,0.8330697501601163,True
yes,es,0.6314519428125915,False
no,es,0.8337219186400291,True
yes,es,0.4021225532585497,False
yes,en,0.48933244331473424,False
yes,es,0.6805586936596171,False
yes,es,0.3892853486882643,False
no,es,0.8431679256137403,True
yes,es,0.5699845799413688,False
no,es,0.49971678203911585,False
no,es,0.8982736016864086,True
no,es,0.43354656113815165,False
yes,en,0.6258902802636659,False
yes,en,0.8127680432139273,True
no,en,0.9488103789757507,True
no,en,0.5115968188083215,False
yes,es,0.43670262888251005,False
yes,es,0.38039155998388713,False
yes,es,0.7850234933521655,True
no,es,0.31853564283644814,False
no,es,0.832004490646198,True
no,es,0.9338182858803428,True
yes,es,0.15630594816271068,False
yes,es,0.8062218067786259,True
yes,en,0.4358677147569496,False
yes,en,0.39471788295455523,False
no,en,0.8493787327699414,True
yes,en,0.39354206575828954,False
yes,en,0.9129758369483939,True
no,en,0.3845737638232909,False
yes,es,0.47688790542278786,False
no,es,0.5260127866518409,False
no,es,0.7255065618089385,True
yes,en,0.38079769390331114,False
yes,es,0.42526689670879,False
yes,es,0.714150482960669,True
yes,es,0.9554162356398547,True
no,en,0.9692494849095902,True
no,es,0.6856764802428061,False
no,en,0.7432978703312909,True
yes,es,0.5552595836278322,False
yes,en,0.8020271037449292,True
no,en,0.81816528652938,True
no,en,0.5262154172883565,False
yes,en,0.21447230303836662,False
no,en,0.8815555870080723,True
no,en,0.819479698344205,True
yes,es,0.3230976393732319,False
no,es,0.520694157649109,False
no,en,0.8980585657530534,True
yes,es,0.7618032742552014,True
yes,en,0.5354414129534794,False
no,en,0.3666167132254748,False
yes,es,0.5642535560655115,False
yes,en,0.6404963480591495,False
yes,en,0.7301723206492702,True
yes,en,0.9489712243054537,True
yes,en,0.942056526386571,True
yes,es,0.7492989178462682,True
yes,en,0.5254221126854395,False
yes,en,0.15989828363299613,False
yes,es,0.8881553805016428,True
no,es,0.7569539302196614,True
no,es,0.7594866743516686,True
no,es,0.6700464856232315,False
no,en,0.33308289805389735,False
no,en,0.5375795153094199,False
yes,es,0.9202320319581713,True
yes,en,0.8626072030246771,True
yes,en,0.6999964823693935,True
yes,en,0.5977971525737994,False
no,en,0.5953608346049319,True
yes,es,0.9610222728176203,True
yes,en,0.7161125600856475,True
yes,en,0.962463435836651,True
yes,es,0.7155744394606725,False
no,en,0.2135005602242608,False
yes,en,0.5712759920615944,False
no,es,0.8803504583801116,True
no,en,0.9528600576974019,True
no,en,0.8151159550917928,True
no,en,0.817371236386038,True
yes,en,0.76886614998443,True
no,es,0.7873009711500384,True
no,es,0.44869880586145966,False
yes,es,0.41431334419483207,False
yes,es,0.6504548083368644,True
no,es,0.48929957738686136,False
no,en,0.8967668614208886,True
yes,es,0.3544419318440638,False
no,es,0.8278224934613171,True
yes,es,0.47045781636370315,False
yes,en,0.8610773367098593,True
no,en,0.846031516704326,True
yes,en,0.7873190128324825,True
yes,es,0.9460233488955431,True
yes,es,0.5582568657018808,False
yes,es,0.5022735816981703,False
no,en,0.8696601076710422,True
yes,es,0.5256518211247665,False
no,es,0.695680648167354,False
no,en,0.38175069332555833,False
no,es,0.38851178064644215,False
yes,en,0.5619030822125287,False
no,es,0.6827447225242783,False
yes,es,0.3504594249674136,False
no,en,0.801971013407483,True
no,en,0.534012517432347,False
no,en,0.8720207767040434,True
no,es,0.7403383015045333,True
no,es,0.8919808164504883,True
yes,en,0.8103506581776477,True
no,es,0.8333543375631427,True
yes,es,0.4694843523567183,False
yes,es,0.9005763314833459,True
yes,es,0.5802274564884373,False
yes,en,0.2286843991680602,False
no,es,0.4269531846202441,False
yes,es,0.5290552137405555,False
no,en,0.17530383484207823,False
no,en,0.7979195412029297,True
yes,en,0.25143228663398315,False
yes,es,0.27038491993451214,False
no,en,0.8855874555437538,True
no,en,0.4292772989461827,False
no,en,0.7135281033772649,True
yes,es,0.9096238266686707,True
yes,es,0.8591343929219475,True
yes,es,0.8185305971611654,True
yes,es,0.48227935443018577,False
yes,en,0.8020833173089094,True
yes,en,0.2551346647965671,False
yes,es,0.6199405317993502,False
no,en,0.6089932578647075,False
yes,es,0.7079459383750115,True
no,en,0.6171302219663429,False
yes,en,0.5011442912838338,False
no,es,0.5752965089121067,False
yes,es,0.3062396560571129,False
yes,es,0.6110736761872958,False
no,en,0.8168234660656707,True
yes,es,0.7871980474677375,True
yes,en,0.7271884532342017,True
yes,en,0.9620248794498957,True
yes,en,0.8024155937310803,True
yes,es,0.6639573163852961,True
yes,en,0.5279902388821796,False
yes,es,0.9732042967770687,True
yes,en,0.8251961854742472,True
no,en,0.32396841692500616,False
yes,en,0.18323570906056202,False
yes,es,0.6453807502545587,False
yes,es,0.7331024737771648,True
yes,en,0.4707446158125294,False
yes,es,0.5747439418599526,False
yes,es,0.7150837072327269,False
yes,en,0.7750660149093302,True
yes,es,0.8299711930872705,True
no,en,0.7598237304244168,True
yes,es,0.8615852930966758,True
yes,es,0.9769262020974205,True
no,en,0.5502486243466476,False
yes,es,0.9729498119436701,True
yes,es,0.9623862944884023,True
no,en,0.3352886105003926,False
no,en,0.8558897498836334,True
yes,en,0.36585446039216485,False
no,en,0.32663144081434664,False
yes,es,0.2659542325966338,False
no,en,0.2866865100272359,False
no,es,0.8515861251938062,True
no,en,0.7613350558976277,True
yes,en,0.4808061321293445,False
no,en,0.5218278325558002,True
no,en,0.4333252748106068,False
yes,es,0.7558347438020523,True
yes,en,0.7861524897846349,True
no,es,0.6727998432574805,False
no,en,0.8306807331640726,True
yes,en,0.964465894308402,True
yes,es,0.4453734041957469,False
no,es,0.4071387681136781,False
yes,es,0.3407237079659445,False
yes,es,0.6362658747770787,True
no,en,0.865977507219635,True
yes,en,0.5829671151471841,True
no,en,0.7585018127609999,True
no,es,0.7036195242923325,True
no,en,0.699463453446557,False
no,es,0.9112064839292586,True
no,es,0.3112700380411565,False
yes,en,0.7639717154574431,False
yes,en,0.8956372613150325,True
yes,es,0.24179408373602365,False
no,es,0.2732284479600417,False
no,es,0.3140827055457468,False
yes,en,0.9461364339255963,True
no,en,0.9025566927748411,True
yes,es,0.7240006974563015,False
yes,en,0.8915613700127454,True
yes,en,0.5991839244915615,False
no,en,0.31952195099945724,False
no,en,0.5755043629934831,False
yes,es,0.5219961604690835,False
yes,en,0.5955753058719336,True
no,es,0.7943366887672754,True
yes,en,0.7498835474274015,True
no,en,0.7346378580409931,True
yes,es,0.9495927415494303,True
yes,es,0.7623877821026767,True
no,es,0.3315680546438955,False
yes,es,0.6539100278216095,False
yes,es,0.6650611640798512,False
yes,es,0.7174206339487249,True
no,en,0.3480997102816276,False
yes,es,0.9277171797807707,True
yes,en,0.8008966903169887,True
yes,en,0.8036804649529988,True
no,en,0.6669633341575066,False
no,en,0.5590459911537129,False
no,en,0.7774919598326216,True
yes,es,0.36917660841546346,False
yes,en,0.5454598978179185,False
no,es,0.6812210946494915,True
no,es,0.8481349955504168,True
yes,es,0.7143571520420944,True
no,es,0.684877924493052,True
yes,es,0.6540879282048162,False
yes,en,0.9367161183221946,True
yes,en,0.8251944790526579,True
yes,es,0.453542214856201,True
yes,es,0.8197182398885595,True
yes,es,0.6660005029986522,True
no,es,0.983889983842035,True
no,en,0.42925493467580855,False
yes,es,0.7035045980754896,True
yes,es,0.10292690281421975,False
no,es,0.7297074868096294,False
yes,en,0.7470990917727302,True
no,en,0.9809384531742115,True
no,es,0.9227537528598264,True
no,es,0.4641271190668114,False
no,es,0.4232198991772967,False
yes,en,0.8119097192503284,True
no,en,0.7607542535026084,True
yes,en,0.6121994749664418,True
no,en,0.2725663440536182,False
no,en,0.4935281813447978,False
no,es,0.8851827418785522,True
yes,en,0.5844402530005108,False
yes,en,0.9550439711245866,True
yes,en,0.7891398064868018,False
no,en,0.9370196948406703,True
no,es,0.370653312248251,False
yes,es,0.592638094003009,True
yes,en,0.8741129298432678,True
no,es,0.9337019982043647,True
yes,es,0.6288488748562612,False
no,en,0.36182594446328564,False
yes,en,0.8369311817571347,True
no,en,0.8895526399104715,True
yes,es,0.9631008391682024,True
yes,es,0.9134502567615659,True
no,es,0.2378813878096758,False
no,en,0.612379353944847,False
yes,en,0.2035077475949066,False
no,en,0.49823052951075303,False
yes,en,0.4687378632714114,False
yes,es,0.7150816283872347,False
yes,es,0.7992840372142748,True
no,es,0.9346566422281595,True
yes,es,0.6495982000556841,False
no,es,0.5131346758505656,False
yes,es,0.38532457287242877,False
yes,es,0.7031956677033511,True
yes,en,0.3200028928082335,False
no,es,0.591438503208886,True
yes,es,0.9093019950133848,True
yes,en,0.5951530001178249,False
yes,es,0.8671583291842813,True
yes,es,0.807014853363616,True
no,es,0.21428999133681945,False
no,es,0.6297997581978088,True
yes,en,0.9622914981484246,True
yes,en,0.8265740908740968,True
no,es,0.7670441912561364,True
no,en,0.7466124536509221,True
no,es,0.5258814428909645,False
yes,en,0.11163647989282416,False
no,es,0.7138611344068502,True
no,en,0.2173428523023472,False
no,es,0.9659932554334604,True
no,en,0.6701923481420504,True
no,en,0.9231996594261503,True
no,es,0.4320837345983931,False
no,es,0.7777356149901578,True
yes,es,0.8507512146228721,True
yes,en,0.8266074684367201,False
no,es,0.6327942587331506,False
yes,es,0.874605576581863,True
no,en,0.6390571681823078,True
no,en,0.42062558532716493,False
no,en,0.9398935117263202,True
no,es,0.8311141988950268,True
no,es,0.2823341743198929,False
no,es,0.7849488877097099,True
yes,es,0.7296963705327384,True
no,en,0.555269914105411,False
no,en,0.7881874522796994,True
yes,es,0.8151147900638007,True
yes,en,0.41847859668436155,False
no,es,0.5895243930138583,False
no,en,0.18954811849253636,False
yes,es,0.43476888416431486,False
yes,en,0.8106805364410186,True
no,en,0.4203574977399242,False
no,en,0.5910878794145266,True
no,en,0.9269981513167826,True
yes,en,0.3600390366873821,False
yes,es,0.8537623572851767,True
yes,es,0.9429553503068158,True
yes,en,0.5808986493262281,True
no,en,0.6886044567630609,False
yes,es,0.41096380028495705,False
no,en,0.6603961166691075,True
yes,en,0.6963988661814287,True
no,es,0.5411163208559019,False
yes,es,0.14374040501125182,False
yes,en,0.8428498176635117,True
yes,es,0.5808913667751451,False
yes,es,0.8493461177076075,True
no,en,0.8710220641152869,True
no,en,0.806778414943802,True
no,en,0.798541932374042,True
yes,en,0.22364102174799055,False
no,es,0.2941805816122688,False
yes,en,0.7623532967808138,True
yes,en,0.49366483515986737,False
no,es,0.9217868615974854,True
yes,en,0.9209631627026621,True
no,es,0.6766889165718647,True
no,en,0.42895652045632854,False
no,es,0.7212481624336116,False
no,es,0.9256497572650204,True
no,es,0.9075806773238441,True
no,en,0.7962613577697993,True
yes,en,0.6115766533316187,False
no,es,0.5650830779055487,False
no,en,0.2511770178935998,False
yes,en,0.7304964765059933,False
yes,en,0.7611400252881751,True
yes,en,0.9426350154525679,True
yes,es,0.26111972230921277,False
no,en,0.27906961625794013,False
yes,es,0.6259187520913536,False
no,en,0.8321344608263591,True
no,en,0.8688897220001418,True
yes,es,0.8270925811597823,True
yes,es,0.8987309964087726,True
yes,es,0.375991318588051,False
no,en,0.6609089603558962,True
yes,es,0.6533097044845143,False
yes,en,0.23362096416656,False
yes,es,0.8345447117262607,True
yes,en,0.3772590535775019,False
no,en,0.6964531395868241,True
no,en,0.7283492355744199,True
yes,en,0.9527781360759406,True
no,es,0.5316416437937226,False
yes,en,0.24178865687221807,False
yes,en,0.9453883114191003,True
no,es,0.8484920245777232,True
no,es,0.7663722347448367,True
yes,en,0.6025352747273406,False
no,en,0.7213634322565807,True
yes,es,0.3476394464010743,False
yes,en,0.8966798610858628,True
yes,es,0.7039468304994491,False
yes,en,0.5512432512008857,True
yes,es,0.6539484941393269,True
yes,es,0.36482991240409085,False
yes,en,0.47637972726009215,False
no,en,0.9159557308027411,True
no,en,0.2696295211066444,False
no,es,0.352528031024562,False
yes,es,0.38020783206818226,False
no,es,0.6617592975843953,True
yes,es,0.8959829167966208,True
yes,en,0.3704770765631147,False
no,en,0.7729224621396127,True
yes,es,0.43950022482493684,False
yes,en,0.8425952459962367,True
no,es,0.632109327027694,False
no,es,0.6216329368580572,True
no,en,0.9364702166844784,True
yes,en,0.648033674906571,False
no,es,0.41665552395274347,False
no,en,0.2461789564289572,False
no,en,0.37268561955921065,False
no,es,0.4627790715554702,True
yes,es,0.2576514383519127,False
no,en,0.2880101263097241,False
yes,es,0.5405286379890193,False
no,es,0.6179905970563697,False
yes,es,0.7295110176694035,True
no,es,0.78666967058967,True
no,en,0.8891222978069859,True
no,es,0.9818241997858493,True
yes,es,0.4204993683096349,False
yes,es,0.833851159817891,True
yes,es,0.6077734308180406,True
yes,en,0.43684280625406674,False
no,es,0.18076045463152612,False
yes,es,0.35885624002562583,False
no,es,0.28501500606555485,False
no,es,0.9066991046421066,True
yes,es,0.22499953318711866,False
no,en,0.7308960195288401,False
no,es,0.8569411430433657,True
yes,en,0.81720336142958,True
yes,es,0.71573925201022,True
no,es,0.6137760977076144,False
yes,es,0.2844480565664817,False
yes,es,0.7366687443581443,True
no,es,0.817305436408593,True
yes,es,0.9436636629609166,True
no,en,0.7223590358894987,True
no,es,0.8197678919351812,True
yes,es,0.7820964541518227,True
yes,en,0.7945130357649592,True
yes,en,0.9553567087623992,True
yes,en,0.8787721048611087,True
no,es,0.7257756497472089,True
no,es,0.5964521181345848,False
yes,en,0.7961682745144061,True
no,en,0.777119363220891,True
yes,es,0.8793250799368828,True
no,en,0.8807276413640388,True
yes,es,0.42941444714914057,False
no,en,0.21804558324078363,False
yes,en,0.2196754640964264,False
yes,en,0.9237066349200351,True
no,en,0.7987483901581015,True
yes,es,0.9234181823512992,True
yes,en,0.45689449754779127,False
no,es,0.356469918480771,False
yes,en,0.6297886784058946,False
yes,es,0.38770453269063093,False
yes,es,0.38722019664223556,False
yes,es,0.4024058652068106,False
yes,en,0.7552392133255244,True
no,es,0.7732828027507405,True
no,en,0.7610381341902664,True
yes,es,0.9367516886482511,True
yes,es,0.8421391060379148,True
no,en,0.9082725604514276,True
yes,en,0.6443221905572376,False
yes,es,0.7859835565480725,True
no,en,0.6742079513677783,True
no,es,0.8441336806620251,True
yes,es,0.8530055070749716,True
yes,es,0.47767018119544274,False
no,en,0.5247793747423101,False
yes,en,0.27528139294604465,False
no,en,0.6774270695308883,False
yes,es,0.5880800655888312,True
yes,es,0.8735176735539849,True
no,es,0.698352813024411,True
yes,es,0.9609789799671592,True
yes,es,0.6372095401725177,True
yes,es,0.6478333663498469,False
yes,es,0.749102868094624,True
no,en,0.383000504430528,False
no,es,0.7904535602782755,True
yes,en,0.6040653728276284,False
yes,es,0.3714316787259143,False
no,es,0.7567075267692108,True
no,en,0.7892825276192196,True
yes,es,0.8548217931297979,True
no,es,0.880191275585015,True
no,es,0.8999052811056341,True
no,es,0.7624264604125657,True
no,es,0.8187193409569596,True
no,es,0.9647906383371483,True
yes,en,0.929613532126,True
no,en,0.5892765963846762,True
yes,en,0.7150774253138924,True
no,es,0.9085777006493349,True
yes,es,0.5521965200980941,False
yes,en,0.3617953038270444,False
yes,en,0.8085462285468659,False
yes,en,0.8842057488055357,False
no,en,0.3980608375694199,False
yes,en,0.8980764825868464,True
yes,en,0.5192676962563609,False
yes,en,0.2258272203116739,False
yes,es,0.297150059605744,False
yes,en,0.9287036696410693,True
yes,en,0.8557905797096902,True
no,en,0.7978591711855672,True
yes,en,0.5664664800280763,True
no,en,0.5992745710406068,False
no,en,0.6888818843085153,True
yes,es,0.8230498357152813,True
no,en,0.5305553007309121,False
no,es,0.856986443750593,True
no,en,0.6641364812376234,True
