has_url,lang,C(X),GT
yes,es,0.5471934796885138,True
yes,es,0.49059598206662297,False
no,es,0.5423187538336864,False
no,en,0.1805310299083671,False
no,es,0.5514766409967136,False
no,en,0.2666058024099731,False
yes,es,0.9006136237323702,True
yes,en,0.22124602287009626,False
yes,en,0.09002326730741249,False
no,en,0.2834204225955901,False
no,en,0.22706790582458894,False
no,en,0.580623690866824,False
no,en,0.5730464340023935,False
yes,en,0.11152479317471968,False
yes,en,0.18384338016794266,False
no,es,0.7909629159186193,True
yes,es,0.8819267920229275,False
no,en,0.08815768001093319,False
no,es,0.9209236324099377,True
no,es,0.9012002704500631,False
yes,en,0.16758474700569742,False
no,es,0.5484196205444738,False
yes,en,0.08154957437737294,False
no,en,0.23679489588187308,False
yes,es,0.43453526059811837,True
no,es,0.7400033287055641,True
yes,en,0.3826513940135591,False
no,es,0.30884598764815857,False
no,es,0.6060842111430806,False
yes,en,0.9834432849502028,True
yes,en,0.15825392212821365,True
yes,es,0.7917970366249554,True
yes,en,0.597657353725571,True
no,es,0.30181359977196387,False
no,en,0.04863422055140338,False
yes,en,0.23899420694860324,False
no,en,0.11601693883636578,False
yes,en,0.1704063827762957,False
no,es,0.08338296909477384,False
no,en,0.8703208157202454,True
no,es,0.27248638439028455,False
yes,es,0.9147996917067261,True
yes,es,0.2640351440814727,False
no,es,0.9855931655234104,True
yes,es,0.7482160919109319,True
yes,en,0.6870544175324896,True
no,en,0.46070291999782476,False
no,en,0.7169676847997166,False
yes,en,0.35750518838289175,False
no,en,0.906255372828698,False
no,es,0.23347300940446403,False
no,en,0.5985972917691599,False
no,es,0.6473923308046174,False
yes,es,0.4748430295790083,False
no,es,0.8630791044182321,True
no,es,0.47831707033211335,False
yes,en,0.5185807876343742,False
no,es,0.436891296623142,False
yes,en,0.7152311934794803,False
yes,en,0.7435941477720817,False
no,en,0.08322922452268557,True
yes,en,0.12958469364534775,False
yes,en,0.27885931954638726,False
no,en,0.022778087219451904,False
no,en,0.46139007785890357,False
yes,es,0.2894829696680134,False
yes,en,0.0605579186719036,False
yes,es,0.2675672699927749,False
yes,en,0.24900092368044552,False
yes,es,0.22521453971827468,False
yes,en,0.06009103812242251,False
yes,en,0.46414386098231614,True
yes,es,0.15618952080986284,False
yes,es,0.35108175700147765,False
no,en,0.9117847799178044,True
yes,en,0.6706137221019814,False
no,en,0.12969233845554937,False
no,en,0.39625067330397157,False
no,es,0.3805161052750609,False
no,es,0.2095774769810566,False
no,en,0.17695857717836858,False
yes,es,0.41255109501139564,False
no,en,0.3172014651331821,False
yes,en,0.41465630107452456,False
yes,en,0.6492649244534769,False
no,en,0.7262609771512855,False
yes,en,0.27202645402151954,False
no,en,0.17358218359257976,False
yes,en,0.8361261524098061,False
no,es,0.7853964874346263,True
no,en,0.5673342128030809,False
no,en,0.8119469223773497,False
yes,en,0.2639172405250166,False
yes,en,0.24033437983976202,False
yes,es,0.9473265704557084,True
no,es,0.7336283731897024,False
yes,en,0.36880219279588433,False
no,en,0.20407047109540577,True
yes,es,0.4236109392980785,False
no,es,0.161675018543278,False
yes,en,0.929559960208897,True
yes,es,0.12181679565365079,False
no,es,0.46865507051595234,False
no,en,0.8229210092804699,False
no,es,0.31310210638975455,False
no,es,0.28356566838344355,False
no,en,0.0986325124590469,False
no,es,0.8934886116790555,True
no,es,0.26659640374842825,False
no,en,0.8349916130431428,False
no,en,0.20944366019717167,False
no,en,0.8979522196607004,False
no,es,0.34462863653955483,False
no,es,0.0708852920835259,False
no,es,0.2963249088518264,False
yes,en,0.4917100503480051,False
no,es,0.6060830261160084,False
no,en,0.43940225217547824,False
yes,en,0.31566689185775,False
no,es,0.20507135580928137,False
yes,es,0.05520708742599573,False
no,en,0.37186726997832836,False
yes,es,0.35210990095792766,False
yes,es,0.49777181540449095,False
no,es,0.9241017309719073,False
yes,en,0.3098934864763172,False
yes,es,0.5051564830892329,True
no,en,0.3671432661226909,False
yes,en,0.6821422082737382,True
yes,es,0.6231434967148172,True
yes,en,0.2543272429843485,False
no,es,0.888429369194129,False
yes,en,0.1562385186153855,False
no,en,0.17510058134641643,False
yes,es,0.0746177101128896,False
no,es,0.0977982064602285,False
no,en,0.5488174736052412,True
no,en,0.054480070632061846,False
yes,es,0.4352074428968753,False
yes,es,0.34186408800142365,False
no,es,0.2605709876726338,False
no,en,0.3920784272838724,False
no,en,0.2308702506978953,False
yes,es,0.7534461309476984,True
yes,en,0.14737059833635163,False
no,es,0.9834308248167525,True
no,en,0.9697319469501897,True
no,en,0.09385765987851999,False
yes,en,0.5281324987002981,False
yes,en,0.6302294884597645,False
yes,es,0.2567499366810073,False
yes,es,0.3517679331388874,False
no,es,0.28537986383693964,False
yes,es,0.9210407175919778,True
no,en,0.6550954881885744,False
no,es,0.8060330140821347,True
yes,es,0.3946770068428987,False
yes,en,0.7242958487257085,False
no,es,0.9005993202943628,True
yes,en,0.7298629786560636,False
no,en,0.04839149684679958,False
no,es,0.26297523276619833,False
yes,en,0.2505058140477868,False
no,en,0.5823586637892293,False
no,es,0.9511107251476457,True
no,es,0.33450759576257927,False
no,es,0.12229009718851779,False
yes,en,0.9648878835200279,False
yes,es,0.8348225737766843,False
yes,en,0.2614126186096566,False
