has_url,lang,C(X),GT
yes,es,0.254796081317906,False
no,es,0.8886303338078572,True
no,en,0.8154676957108655,True
no,en,0.8018203312254072,True
no,es,0.20958508296279066,False
no,en,0.1864829102787668,False
no,es,0.3665671858354244,False
yes,en,0.8274593445212839,True
yes,es,0.24336434633432075,False
no,en,0.9847261364877916,True
yes,en,0.006572338171199556,False
yes,en,0.3654917787537737,False
yes,en,0.11780309013188349,False
no,es,0.4488467107540727,False
no,en,0.4718023299514855,False
no,es,0.18208811843889344,False
no,en,0.1718130644689818,False
yes,en,0.39208307386306324,False
yes,es,0.46228954164748365,False
no,en,0.1488548417332912,False
no,en,0.7459663527170516,True
yes,en,0.26327018626575305,False
no,en,0.18115321482137164,False
yes,en,0.07411929128331708,False
no,en,0.2261520603831196,False
no,en,0.4334281108152946,False
no,es,0.7633342245622122,True
no,es,0.2322021240910229,False
yes,es,0.15838075795244944,False
no,en,0.6364236728781114,True
no,es,0.3589802967935581,False
no,en,0.050708597115671855,False
no,es,0.30691701689849815,False
yes,en,0.0611338986953994,False
no,en,0.27367076978636246,False
no,en,0.5701254088665337,False
yes,es,0.2781304482836528,False
yes,en,0.4302015806806397,False
yes,en,0.33452288387345097,False
yes,en,0.19890156837115958,False
yes,en,0.21988565295075535,False
no,en,0.46752050475253776,False
no,en,0.1882527223479996,False
yes,en,0.9120836108275961,True
yes,en,0.24173921001907503,False
no,es,0.3962063197854729,False
yes,en,0.5106133947002787,False
yes,es,0.6770913577089114,True
no,es,0.8948088519938308,True
no,en,0.21598737587572484,False
no,en,0.07374639327511714,False
yes,en,0.31985594119565874,False
yes,en,0.8306823391977458,True
no,es,0.11029768649755989,False
no,en,0.5262019712268966,False
no,es,0.31032700193605206,False
yes,en,0.9563774541530086,True
no,en,0.23985190852283017,False
yes,es,0.4620959041116881,False
no,es,0.27452793096996886,False
no,en,0.2775237654637172,False
yes,es,0.8098495991181244,True
no,es,0.5154256937708913,False
yes,en,0.28731890745153155,False
yes,en,0.35320946609537934,False
yes,es,0.37868393666819883,False
no,es,0.22249547012149803,False
yes,en,0.3192085351581219,False
no,en,0.2384877490590304,False
no,es,0.7583949968898577,True
yes,es,0.38056422040439836,False
yes,en,0.74120973479167,True
no,es,0.1388696624343789,False
no,es,0.2020558798264812,False
no,es,0.2790762782058438,False
yes,es,0.27838757600198405,False
yes,es,0.2844648539681781,False
yes,en,0.11104160994454366,False
no,en,0.026536005617102346,False
yes,en,0.13735946543901373,False
yes,es,0.01715867714863695,False
no,en,0.3273156447259366,False
no,en,0.3175713671329195,False
no,en,0.2995930276738372,False
no,es,0.08761427813391111,False
yes,es,0.18460588324784719,False
no,en,0.5355043411642783,False
no,es,0.11241064564018918,False
no,en,0.19873385937198254,False
no,en,0.8892935031291669,True
yes,en,0.8282988537933464,True
yes,en,0.28937299353617446,False
no,es,0.23695913410729638,False
no,en,0.20121008549339653,False
no,en,0.11592818783564436,False
yes,es,0.3326552799033731,False
no,es,0.8736813377225695,True
yes,en,0.4142481861892136,False
yes,es,0.04241013014396271,False
no,en,0.3955439816947126,False
no,en,0.5664587840548695,False
yes,es,0.7587884488869376,True
yes,es,0.5794699888483614,False
yes,en,0.6725103539631805,True
no,es,0.08756647768744466,False
yes,es,0.14383087963926477,False
no,es,0.7316601540323421,True
yes,en,0.09667098924046108,False
yes,es,0.21316340419971397,False
no,en,0.5215042664727562,False
yes,es,0.19866420505255952,False
yes,es,0.18205361376980084,False
yes,es,0.8795208913073658,True
yes,en,0.1911214717606471,False
no,es,0.8650594343487635,True
no,es,0.30991282572594464,False
no,es,0.9938467214235942,True
no,es,0.45152840922868465,False
no,es,0.1648405429024289,False
yes,es,0.7986650122661775,True
yes,es,0.26912513922487563,False
yes,en,0.09686681067416185,False
no,en,0.26681503878121327,False
no,es,0.28203897127960414,False
no,es,0.44360373077588805,False
yes,es,0.1127496055225103,False
yes,es,0.5838081090150478,False
yes,en,0.12097026200130645,False
yes,es,0.08042416217098866,False
no,es,0.2579034958473408,False
no,en,0.09389291071521005,False
yes,en,0.21007900790476855,False
no,es,0.2933925411614127,False
yes,en,0.17398508218842218,False
no,en,0.4742413622994035,False
no,en,0.2945200084775378,False
no,en,0.7946037046897005,True
yes,es,0.1032927304874106,False
no,es,0.19230018446801755,False
yes,en,0.7255016323105878,True
no,es,0.9250869597122025,True
no,es,0.3584730319695488,False
no,en,0.5636786696946812,False
yes,en,0.37725277324849676,False
no,es,0.965214099257871,True
yes,en,0.20806121351527088,False
no,es,0.5403702002682973,False
no,en,0.2843383725422085,False
yes,en,0.31748935142951484,False
yes,en,0.1650550047696426,False
yes,es,0.20627227544532384,False
yes,es,0.2638470411532027,False
no,en,0.43840304349013787,False
no,en,0.05242141884635193,False
yes,en,0.12333835364077492,False
no,en,0.8071727333412276,True
yes,en,0.128765865449495,False
no,es,0.33971683397820773,False
no,en,0.959093726506604,True
yes,en,0.12844015862036656,False
no,en,0.1958698133609947,False
